molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,1,spsa,100,137,-7.7144647021062145,-7.799104160148111,CASCI,0.0846394580418961,53.11202167641218,False,200,True,,,6,62,-6.904026774219985,0.2244283480104059,1.2663886850059498,1.5001463329972466
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,2,cobyla,100,137,-7.6131801044005725,-7.799104160148111,CASCI,0.18592405574753812,116.6690182980819,False,100,True,,,6,62,-6.904026774219984,0.19941057400137652,0.8902025120041799,1.1015812650002772
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,2,slsqp,100,137,-7.797785992267892,-7.799104160148111,CASCI,0.001318167880218546,0.8271622083480595,True,2887,True,,,6,62,-6.9040267742199815,0.17282115199486725,22.77540946699446,22.95941889999085
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,2,spsa,100,137,-7.773667347501209,-7.799104160148111,CASCI,0.025436812646901785,15.961828867244693,False,200,True,,,6,62,-6.904026774219985,0.28774522298772354,1.4345399710000493,1.7352288119873265
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,uccsd,1,cobyla,100,137,-7.7970285943400075,-7.799104160148111,CASCI,0.002075565808103086,1.3024362246769594,False,100,True,,,6,62,-6.9040267742199894,0.16764712899748702,3.8183619780029403,4.1146558500040555
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,uccsd,1,slsqp,100,137,-7.798963191799259,-7.799104160148111,CASCI,0.00014096834885179987,0.08845890761964409,True,136,True,,,6,62,-6.904026774219985,0.31152797299728263,5.00016378199507,5.444105450005736
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,uccsd,1,spsa,100,137,-7.777654042443938,-7.799104160148111,CASCI,0.021450117704172378,13.460141910427504,False,200,True,,,6,62,-6.904026774219987,0.17183067300356925,8.635605050003505,8.933299042008002
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,puccsd,1,cobyla,100,137,-7.799103904747691,-7.799104160148111,CASCI,2.554004199240012e-07,0.00016026606210609007,True,100,True,,,6,62,-6.904026774219989,0.17230071499943733,3.2542532610095805,3.540075192999211
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,puccsd,1,slsqp,100,137,-7.799104139702124,-7.799104160148111,CASCI,2.0445986237405123e-08,1.2830040377847852e-05,True,58,True,,,6,62,-6.904026774219983,0.31162526800471824,1.7528886280051665,2.1701191320025828
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,puccsd,1,spsa,100,137,-7.7935543282508775,-7.799104160148111,CASCI,0.005549831897233126,3.482569464000862,False,200,True,,,6,62,-6.904026774219985,0.1758945329929702,7.226563439005986,7.5038040000072215
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,1,cobyla,100,137,-7.682975791825033,-7.743997200286955,CASCI,0.06102140846192228,38.29148300253239,False,100,True,,,6,62,-6.9450379352798235,0.1751787620014511,0.7820216170075582,0.9633143099927111
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,1,slsqp,100,137,-7.683822130959025,-7.743997200286955,CASCI,0.06017506932793015,37.760397578900125,False,494,True,,,6,62,-6.9450379352798235,0.1718483290023869,2.9948239989898866,3.1727188999939244
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,1,spsa,100,137,-7.715754442031811,-7.743997200286955,CASCI,0.02824275825514455,17.7225849899275,False,200,True,,,6,62,-6.945037935279827,0.216054822987644,1.2974718820041744,1.5321350669983076
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,2,cobyla,100,137,-7.714774842865954,-7.743997200286955,CASCI,0.0292223574210011,18.33729228289498,False,100,True,,,6,62,-6.9450379352798235,0.24776485199981835,0.7882458149979357,1.0452500300016254
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,2,slsqp,100,137,-7.736109262582694,-7.743997200286955,CASCI,0.007887937704261105,4.949751900863182,False,589,True,,,6,62,-6.9450379352798235,0.25242930999957025,3.8374501340003917,4.097723575003329
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,real_amplitudes,2,spsa,100,137,-7.637423596375352,-7.743997200286955,CASCI,0.10657360391160342,66.87589561696635,False,200,True,,,6,62,-6.945037935279825,0.24576013299520127,1.2178298520011595,1.4725578619982116
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,1,cobyla,100,137,-7.64698750501802,-7.743997200286955,CASCI,0.09700969526893566,60.87445686851455,False,100,True,,,6,62,-6.9450379352798235,0.19055688500520773,0.8432795590051683,1.042036247003125
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,1,slsqp,100,137,-7.736120672451912,-7.743997200286955,CASCI,0.007876527835043667,4.942592105240417,False,1255,True,,,6,62,-6.945037935279822,0.16952172500896268,8.358587157999864,8.536761022987776
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,1,spsa,100,137,-7.641831326114812,-7.743997200286955,CASCI,0.10216587417214296,64.11000553588725,False,200,True,,,6,62,-6.945037935279822,0.3468017169943778,1.2437445139948977,1.5990769639902283
